	id	leg_term	desc	pos_tag	term_root
910	121	авто зам ашигласны төлбр	олон улсын болон улсын чанартай авто зам, замын байгууламжаар зорчиж байгаа тээврийн хэрэгслээс төлбөр авах журам, төлбөрийн хэмжээг зг, орон нутгийн чанартай чанартай болон байгууллагын дотоодын замаар зорчиж байгаа тээврийн хэрэгслээс төлбөр авах журам, төлбөрийн хэмжээг аймаг, нийслэлийн засаг дарга тогтооно.	NM	төлбөр
1597	730029	албан ёсны тогтмол хэвлэл	оюуны өмчийн тухай хуулийн 314-т заасныг	NM	хэвлэл
1597	730029	албан ёсны тогтмол хэвлл	оюуны өмчийн тухай хуулийн 314-т заасныг	NM	хэвлэл
1671	3140015	батлан хамгаалах тогтолцоо	батлан хамгаалах үйл ажиллагааг хэрэгжүүлэх зорилго бүхий улс төр, эдийн засаг, нийгэм, эрх зүй, цэргийн арга хэмжээ, тэдгээрийг хэрэгжүүлэх удирдлага, зохион байгуулалтын цогцыг	NM	тогтолцоо
1673	4940016	олон улсын гэрээ байгуулах	монгол улс, монгол улсын засгийн газраас гадаадын нэг болон хэд хэдэн улс, тэдгээрийн засгийн газар, эсхүл олон улсын байгууллагатай харилцан тохиролцсон болон тухайн олон улсын гэрээгээр хүлээн зөвшөөрсөн гэрээнд гарын үсэг зурах, гэрээг бүрдүүлэгч баримт бичгийг солилцох, соёрхон батлах, хүлээн зөвшөөрөх, батлах, нэгдэн орох, эдгээртэй адилтгах бусад аргаар тухайн олон улсын гэрээг заавал биелүүлэхээ олон улсын хэмжээнд зөвшөөрсөн үйлдлийг	NM	байгуулах
1673	4940016	олон улсын гэрээ байгуулх	монгол улс, монгол улсын засгийн газраас гадаадын нэг болон хэд хэдэн улс, тэдгээрийн засгийн газар, эсхүл олон улсын байгууллагатай харилцан тохиролцсон болон тухайн олон улсын гэрээгээр хүлээн зөвшөөрсөн гэрээнд гарын үсэг зурах, гэрээг бүрдүүлэгч баримт бичгийг солилцох, соёрхон батлах, хүлээн зөвшөөрөх, батлах, нэгдэн орох, эдгээртэй адилтгах бусад аргаар тухайн олон улсын гэрээг заавал биелүүлэхээ олон улсын хэмжээнд зөвшөөрсөн үйлдлийг	NM	байгуулах
1672	5720050	татвар төлөгчийн гэрчилгээ	татварын бүртгэл, мэдээллийн нэгдсэн сангаас татвар төлөгчид олгосон, татвар төлөгчийн дугаартай, татварын төрлийн мэдээллийг тусгасан тусгай нууцлалын кодоор баталгаажсан, цахим болон цаасан баримт бичгийг	NM	гэрчилгээ
1670	1480023	нэгж талбарын хувийн хэрэг	газар өмчлөх эрх болон түүнтэй холбоотой эд хөрөнгийн бусад эрхтэй холбоотой цаасан болон цахим баримт бичгийн бүрдлийг	NM	хэрэг
1670	1480023	нэгж талбарын хувийн хэрг	газар өмчлөх эрх болон түүнтэй холбоотой эд хөрөнгийн бусад эрхтэй холбоотой цаасан болон цахим баримт бичгийн бүрдлийг	NM	хэрэг
973	502	захирамжлалын баримт бичиг	байгууллага, албан тушаалтнаас хууль, тогтоомжид заасан эрх хэмжээний хүрээнд удирдлагын үндсэн чиг үүргээ хэрэгжүүлэх зорилгоор баталж гаргасан баримт бичиг бөгөөд дагаж мөрдөх, заавал биелүүлэх шинжийг агуулна.	NM	бичиг
973	502	захирамжлалын баримт бичг	байгууллага, албан тушаалтнаас хууль, тогтоомжид заасан эрх хэмжээний хүрээнд удирдлагын үндсэн чиг үүргээ хэрэгжүүлэх зорилгоор баталж гаргасан баримт бичиг бөгөөд дагаж мөрдөх, заавал биелүүлэх шинжийг агуулна.	NM	бичиг
1668	6820020	худалдагчийн барьцааны эрх	эд хөрөнгийг зээлээр худалдсан худалдагч, эсхүл худалдан авагчид эд хөрөнгийг худалдан авах зээл олгосон зээлдүүлэгч үүргийн гүйцэтгэлийн баталгаа болгож тухайн худалдсан эд зүйлийг барьцаанд авахыг	NM	эрх
1667	810034	боловсролын туслах ажилтан	бүх шатны боловсролын сургалтын байгууллагын нягтлан бодогч, нярав, тогооч, манаач, үйлчлэгч, мужаан, цахилгаанчин, слесарь, галч болон үйлчилгээний бусад ажилтныг	NM	ажилтан
1667	810034	боловсролын туслах ажилтн	бүх шатны боловсролын сургалтын байгууллагын нягтлан бодогч, нярав, тогооч, манаач, үйлчлэгч, мужаан, цахилгаанчин, слесарь, галч болон үйлчилгээний бусад ажилтныг	NM	ажилтан
975	1390	эмнэлгийн яаралтай тусламж	хүний амь насанд аюултай аливаа эмгэгийг оношлох, эмчлэх, түүнийг сэхээн амьдруулах, хүндрэлээс сэргийлэхэд чиглэгдсэн, эмчийн дангаар болон эмнэлгийн бусад мэргэжилтэнтэй хамтран гүйцэтгэх хойшлуулшгүй үйл ажиллагаа	NM	тусламж
1674	6770018	хөгжлийн зорилтот хөтөлбөр	монгол улсын урт хугацааны хөгжлийн бодлогод тусгагдсан тодорхой зорилт, арга хэмжээг улсын хэмжээнд хэрэгжүүлэхээр салбар, салбар хоорондын болон бүс, орон нутгийн онцлогт нийцсэн, нөөцөд суурилсан, санхүүгийн эх үүсвэрээр баталгаажсан үйл ажиллагаа, тоон болон чанарын шалгуур үзүүлэлтийг тусгасан дунд хугацааны бодлогын баримт бичгийг	NM	хөтөлбөр
1674	6770018	хөгжлийн зорилтот хөтөлбр	монгол улсын урт хугацааны хөгжлийн бодлогод тусгагдсан тодорхой зорилт, арга хэмжээг улсын хэмжээнд хэрэгжүүлэхээр салбар, салбар хоорондын болон бүс, орон нутгийн онцлогт нийцсэн, нөөцөд суурилсан, санхүүгийн эх үүсвэрээр баталгаажсан үйл ажиллагаа, тоон болон чанарын шалгуур үзүүлэлтийг тусгасан дунд хугацааны бодлогын баримт бичгийг	NM	хөтөлбөр
972	1290	хүмүүнлэг тусламжийн бараа	форс мажорын улмаас учирсан гарз, хохирлыг арилгахад зориулж илгээсэн барааг хэлнэ.	NM	бараа
1669	6910015	биржийн арилжаанд оролцогч	биржид бараа, түүхий эд арилжих зорилгоор бүртгүүлсэн, биржийн арилжаанд оролцох зөвшөөрөлтэй хөдөө аж ахуйн салбарын үйлдвэрлэл эрхлэгчдээс бүрдсэн хоршоо, биржийн арилжааны зуучлагч /брокер/-ийг	NM	оролцогч
1675	5560029	төсөл хэрэгжүүлэх баталгаа	төсөлд оролцогч нь төслийг бүрэн биелүүлэхийг баталгаажуулж ирүүлсэн банкны баталгаа, банканд байршуулсан мөнгөн хөрөнгийг	NM	баталгаа
1681	2090017	зар сурталчилгаа захиалагч	өөрийгээ, эсхүл бүтээгдэхүүнээ сурталчлахаар зар сурталчилгаа хийлгэж буй этгээдийг	NM	захиалагч
1677	1470042	бүтээн байгуулалтын зардал	энэ хуулийн 4117-д заасан үйл ажиллагаатай холбогдон гарах зардлыг	NM	зардал
1677	1470042	бүтээн байгуулалтын зардл	энэ хуулийн 4117-д заасан үйл ажиллагаатай холбогдон гарах зардлыг	NM	зардал
1678	6570019	ургамлын эрүүл ахуйн үзлэг	ургамал, түүнээс гаралтай түүхий эд, бүтээгдэхүүнд өвчин, хөнөөлт шавж, мэрэгч амьтан, хог ургамал, химийн бодисын үлдэгдэл зөвшөөрөгдсөн хэмжээнд байгаа эсэхийг шалгахыг	NM	үзлэг
1678	6570019	ургамлын эрүүл ахуйн үзлг	ургамал, түүнээс гаралтай түүхий эд, бүтээгдэхүүнд өвчин, хөнөөлт шавж, мэрэгч амьтан, хог ургамал, химийн бодисын үлдэгдэл зөвшөөрөгдсөн хэмжээнд байгаа эсэхийг шалгахыг	NM	үзлэг
1679	4360019	ашгийн төлөө үйл ажиллагаа	компани, нөхөрлөл, хувиараа эрхлэх аж ахуй зэрэг аж ахуй, худалдаа, зээл, санхүүгийн бүх төрлийн байгууллагын үйл ажиллагааг	NM	ажиллагаа
1680	1530024	галын аюултай бүтээгдэхүүн	галын эх үүсвэрээс болон химийн урвалын үйлчлэлээр хялбар авалцан асах, хорт хий, утаа ялгаруулах, тэсэрч дэлбэрэх аюултай бодис, материалыг	NM	бүтээгдэхүүн
1682	2450026	хөрөнгө оруулалтын компани	инновацийн үйл ажиллагааг санхүүжүүлэхэд чиглэгдсэн, энэ хуульд заасан үйл ажиллагаа эрхлэх зорилгоор иргэний хуульд[8] заасны дагуу байгуулагдсан хуулийн этгээдийг	NM	компани
1682	2450026	хөрөнгө оруулалтын компан	инновацийн үйл ажиллагааг санхүүжүүлэхэд чиглэгдсэн, энэ хуульд заасан үйл ажиллагаа эрхлэх зорилгоор иргэний хуульд[8] заасны дагуу байгуулагдсан хуулийн этгээдийг	NM	компани
1683	6810039	хог хаягдлын төвлөрсөн цэг	хог хаягдал төвлөрүүлж, булшлах зөвшөөрөгдсөн газрыг	NM	цэг
1684	6870048	хөдөлмөрийн эрхийн маргаан	хөдөлмөрийн хууль тогтоомж, бүх төрлийн хамтын гэрээ, хамтын хэлэлцээр, хөдөлмөрийн гэрээ, хөдөлмөрийн дотоод хэм хэмжээг хэрэгжүүлэх, эсхүл эдгээр хэм хэмжээг тайлбарлахтай холбоотойгоор талуудын хооронд үүссэн саналын зөрүүг	NM	маргаан
1685	6840029	хөдөлмөрийн аюулгүй нөхцөл	ажилтанд нөлөөлөх үйлдвэрлэлийн хортой ба аюултай хүчин зүйлийн нөлөөллийн түвшин нь хөдөлмөрийн аюулгүй байдлын тогтоосон хэм хэмжээнээс хэтрээгүй байхыг	NM	нөхцөл
1685	6840029	хөдөлмөрийн аюулгүй нөхцл	ажилтанд нөлөөлөх үйлдвэрлэлийн хортой ба аюултай хүчин зүйлийн нөлөөллийн түвшин нь хөдөлмөрийн аюулгүй байдлын тогтоосон хэм хэмжээнээс хэтрээгүй байхыг	NM	нөхцөл
1686	470043	ашигт малтмалын үндсэн орд	геологийн хувьсал, өөрчлөлтийн дүнд бүрэлдэн тогтож анхлан үүссэн чулуулагтайгаа нэг орон зайд байрлаж байгаа эрдсийн хуримтлалыг	NM	орд
1687	5190025	бараа бүтээгдэхүүний хүрээ	харилцан орлох бараа бүтээгдэхүүний бүлгийг	NM	хүрээ
971	968	түр хугацаагаар нэвтрүүлэх	барааг 1 жилийн дотор, тээврийн хэрэгслийг 6 сарын дотор буцаан нэвтрүүлэх нөхцөлтэйгөөр гаалийн хилээр нэвтрүүлэх	NM	нэвтрүүлэх
971	968	түр хугацаагаар нэвтрүүлх	барааг 1 жилийн дотор, тээврийн хэрэгслийг 6 сарын дотор буцаан нэвтрүүлэх нөхцөлтэйгөөр гаалийн хилээр нэвтрүүлэх	NM	нэвтрүүлэх
1688	6670015	нэгдмэл сонирхолтой этгээд	хадгаламж, зээлийн хоршооны гишүүн, тэргүүлэгчдийн зөвлөл, хяналтын зөвлөл болон зээлийн хорооны гишүүн, гүйцэтгэх захирал, ажилтантай эд хөрөнгө, садан төрлийн зэрэг хувийн ашиг сонирхлын холбоо бүхий этгээдийг	NM	этгээд
1676	1400022	хувийн хэргээр оршин суугч	суралцах, хөдөлмөр эрхлэх, хөрөнгө оруулах, гэр бүлийн шалтгаан болон хувийн бусад ажлаар оршин суухаар ирсэн гадаадын иргэн, түүний хамаарал бүхий этгээдийг	NM	суугч
970	1251	хэрэг бүртгэх албаны дарга	хэрэг бүртгэлт явуулах байгууллагын газар, хэлтэс, тасгийн дарга, түүний орлогч	NM	дарга
970	1251	хэрэг бүртгэх албаны дарг	хэрэг бүртгэлт явуулах байгууллагын газар, хэлтэс, тасгийн дарга, түүний орлогч	NM	дарга
955	137	байгалийн цогцолборт газар	байгалийн унаган төрхөө харьцангуй хадгалсан, түүх, соёл, шинжлэх ухааны болон танин мэдэхүй, экологийн хүмүүжилд ач холбогдол бүхий улсын тусгай хамгаалалтад авсан газар нутаг	NM	газар
955	137	байгалийн цогцолборт газр	байгалийн унаган төрхөө харьцангуй хадгалсан, түүх, соёл, шинжлэх ухааны болон танин мэдэхүй, экологийн хүмүүжилд ач холбогдол бүхий улсын тусгай хамгаалалтад авсан газар нутаг	NM	газар
967	975	тээврийн хэрэгслийн жолооч	явганаар яваа, хүүхдийн тэрэг түрсэн, чарга чирсэн, жагсаалаар яваа хүмүүс, тахир дутуу хүний дугуй /тэргэнцэр/-тай, унадаг дугуй, мопед, мотоциклыг хөтөлж, замаар яваа хүнийг ойлгоно.	NM	жолооч
1689	7630028	хүүхдийн эсрэг хүчирхийлэл	санаатай эсхүл санамсаргүйгээр хүүхдийн амь нас, эрүүл мэнд, хөгжил, бие махбод, сэтгэл санаанд хор хохирол учруулах үл хайхрах байдал, бэлгийн зүй бус үйлдэл болон бие махбодийн шийтгэл, сэтгэл санааны дарамтыг	NM	хүчирхийлэл
1689	7630028	хүүхдийн эсрэг хүчирхийлл	санаатай эсхүл санамсаргүйгээр хүүхдийн амь нас, эрүүл мэнд, хөгжил, бие махбод, сэтгэл санаанд хор хохирол учруулах үл хайхрах байдал, бэлгийн зүй бус үйлдэл болон бие махбодийн шийтгэл, сэтгэл санааны дарамтыг	NM	хүчирхийлэл
938	499	зохион байгуулалттай бүлэг	гэмт хэрэг үйлдэхийн тулд урьдчилан нэгдсэн, тогтвортой бүлэг	NM	бүлэг
938	499	зохион байгуулалттай бүлг	гэмт хэрэг үйлдэхийн тулд урьдчилан нэгдсэн, тогтвортой бүлэг	NM	бүлэг
939	456	заавал хийх дархлаажуулалт	дархлаажуулах насны бүх хүнийг заавал хамарвал зохих дархлаажуулалт	NM	дархлаажуулалт
940	1283	хүнд нөхцөлд байгаа хүүхэд	бүтэн өнчин, тахир дутуу, нэн ядуу, хараа хяналтгүй, садар самуун, хүчирхийлэл, доромжлолын улмаас сэтгэл санааны болон бие махбодийн хохирол хүлээсэн, эрүүл мэнд, амь насанд нь аюул учруулах хөдөлмөр эрхэлж буй хүүхэд	NM	хүүхэд
940	1283	хүнд нөхцөлд байгаа хүүхд	бүтэн өнчин, тахир дутуу, нэн ядуу, хараа хяналтгүй, садар самуун, хүчирхийлэл, доромжлолын улмаас сэтгэл санааны болон бие махбодийн хохирол хүлээсэн, эрүүл мэнд, амь насанд нь аюул учруулах хөдөлмөр эрхэлж буй хүүхэд	NM	хүүхэд
943	497	захиргааны албан тушаалтан	энэ хуулийн 3.1.1-д заасан байгууллагын нийтийн эрх зүйн хүрээнд захирамжлах, зохион байгуулах бүрэн эрхийг бие даан хэрэгжүүлдэг төрийн жинхэнэ албан хаагч, түүнчлэн нийтийн эрх зүйн холбогдолтой асуудлаар бусдыг захирамжилсан шийдвэр гаргадаг төрийн бус албан тушаалтан	NM	тушаалтан
943	497	захиргааны албан тушаалтн	энэ хуулийн 3.1.1-д заасан байгууллагын нийтийн эрх зүйн хүрээнд захирамжлах, зохион байгуулах бүрэн эрхийг бие даан хэрэгжүүлдэг төрийн жинхэнэ албан хаагч, түүнчлэн нийтийн эрх зүйн холбогдолтой асуудлаар бусдыг захирамжилсан шийдвэр гаргадаг төрийн бус албан тушаалтан	NM	тушаалтан
944	678	нээлттэй дуудлага худалдаа	бүх сонирхогчдыг чөлөөтэй оролцуулан явуулах	NM	худалдаа
945	21	ажил олгогчийн төлөөлөгчид	аж ахуйн нэгж, байгууллагын удирдлага, ажил олгогчоос эрх олгосон этгээд  буюу дүрэмдээ  ажил олгогчийн эрх, хууль ёсны ашиг сонирхлыг төлөөлөн хамгаалах үүрэг хүлээсэн байгууллага	NM	төлөөлөгчид
945	21	ажил олгогчийн төлөөлөгчд	аж ахуйн нэгж, байгууллагын удирдлага, ажил олгогчоос эрх олгосон этгээд  буюу дүрэмдээ  ажил олгогчийн эрх, хууль ёсны ашиг сонирхлыг төлөөлөн хамгаалах үүрэг хүлээсэн байгууллага	NM	төлөөлөгчид
947	931	төрийн жинхэнэ албан хаагч	энэ хуулийн 5.1.2, 5.1.3-т заасан албан тушаалын ангиллын хүрээнд төрийн удирдах, гүйцэтгэх албан тушаалыг мэргэшлийн үндсэн дээр байнга эрхэлж байгаа монгол улсын иргэн	NM	хаагч
948	745	олон улсын бусад ажиллагаа	олон улсын холбогдох байгууллага,  аливаа улсын санаачлагаар зохион байгуулж байгаа энхийг сахиулах төрөл бүрийн сургалт, дадлага, цэргийн хээрийн сургууль; гамшиг, ослын хор уршгийг арилгах, авран хамгаалах болон хүмүүнлэгийн олон улсын үйл ажиллагаа	NM	ажиллагаа
949	1139	хамтран үүрэг гүйцэтгэгчид	үүрэг гүйцэтгэгчдийн хэн хэн нь үүргийн гүйцэтгэлийг үүрэг гүйцэтгүүлэгчид бүхэлд нь буюу хэсэгчлэн хүлээлгэн өгөх, үүрэг гүйцэтгүүлэгч нь үүргийн гүйцэтгэлийг бүхэлд нь буюу хэсэгчлэн үүрэг гүйцэтгэгч тус бүрээс шаардах эрх бүхий	NM	гүйцэтгэгчид
949	1139	хамтран үүрэг гүйцэтгэгчд	үүрэг гүйцэтгэгчдийн хэн хэн нь үүргийн гүйцэтгэлийг үүрэг гүйцэтгүүлэгчид бүхэлд нь буюу хэсэгчлэн хүлээлгэн өгөх, үүрэг гүйцэтгүүлэгч нь үүргийн гүйцэтгэлийг бүхэлд нь буюу хэсэгчлэн үүрэг гүйцэтгэгч тус бүрээс шаардах эрх бүхий	NM	гүйцэтгэгчид
950	438	дундын өмчлөлийн орон сууц	өмчлөгчид сууц, тухайн орон сууцны сууцны бус зориулалттай хэсгийг дангаараа, дундын өмчлөлийн эд хөрөнгийг дундаа хамтран өмчилж байгаа 4 буюу түүнээс дээш сууцтай нийтийн зориулалттай орон сууцны байшинг хэлнэ.	NM	сууц
951	1196	хөдөлмөрийн хамтын маргаан	хамтын гэрээ, хэлэлцээр байгуулах, биелүүлэх, биелэлтэд нь хяналт тавих явцад гэрээ, хэлэлцээрт оролцогч талуудын хооронд үүссэн саналын зөрүү	NM	маргаан
969	583	монгол улсын нэгдсэн төсөв	төрийн чиг үүргийг хэрэгжүүлэхэд шаардагдах санхүүгийн эх үүсвэрийг бий болгох зорилгоор тухайн төсвийн жилд төрийн мэдэлд хуримтлуулан хуваарилж, зарцуулах мөнгөн хөрөнгийн орлого, зарлагын тэнцэл	NM	төсөв
969	583	монгол улсын нэгдсэн төсв	төрийн чиг үүргийг хэрэгжүүлэхэд шаардагдах санхүүгийн эх үүсвэрийг бий болгох зорилгоор тухайн төсвийн жилд төрийн мэдэлд хуримтлуулан хуваарилж, зарцуулах мөнгөн хөрөнгийн орлого, зарлагын тэнцэл	NM	төсөв
952	959	тусгай хэрэгцээт боловсрол	оюун ухааны хөгжил дутуу, хэл, хараа, сонсголын эрхтний согогтой хүүхдэд олгох боловсрол	NM	боловсрол
952	959	тусгай хэрэгцээт боловсрл	оюун ухааны хөгжил дутуу, хэл, хараа, сонсголын эрхтний согогтой хүүхдэд олгох боловсрол	NM	боловсрол
954	184	болзол тавьж хийсэн хэлцэл	тодорхойгүй байгаа ямар нэгэн үйл явдал бий болсон нөхцөлд хэлцлийг хэрэгжүүлэх, эсхүл хэлцлийг дуусгавар болгохоор тохиролцож хийсэн хэлцэл	NM	хэлцэл
954	184	болзол тавьж хийсэн хэлцл	тодорхойгүй байгаа ямар нэгэн үйл явдал бий болсон нөхцөлд хэлцлийг хэрэгжүүлэх, эсхүл хэлцлийг дуусгавар болгохоор тохиролцож хийсэн хэлцэл	NM	хэлцэл
956	191	буцалтгүй тусламжийн бараа	монгол улсын олон улсын гэрээний дагуу хариу төлбөргүй илгээж буй бараа	NM	бараа
957	1421	эрх хязгаарлах арга хэмжээ	хохирогчийн аюулгүй байдлыг хамгаалахад чиглэсэн хүчирхийлэл үйлдэгчид хүлээлгэх албадлага	NM	хэмжээ
958	818	статистикийн үйл ажиллагаа	статистикийн бүртгэл хөтлөх, мэдээлэл гаргаж өгөх,   дамжуулах, нэгтгэн боловсруулах, тооллого, судалгаа явуулах, дүгнэлт гаргах, мэдээлэл, судалгааны үр дүнг хэрэглэгчдэд тараах, хэвлэн нийтлэх, мэдээллийн үнэн зөв байдлыг хангах, сан байгуулах, хадгалах	NM	ажиллагаа
1720	650020	хадгаламжийн даатгалын сан	энэ хуулийн 102-т заасан эх үүсвэрээс бүрдсэн, энэ хуулийн 111-д заасан зориулалтаар зарцуулах хөрөнгийг	NM	сан
959	661	нэг бүрийн тусгай хэрэгсэл	нэг хүнд нөлөөлөх хэрэгсэл	NM	хэрэгсэл
959	661	нэг бүрийн тусгай хэрэгсл	нэг хүнд нөлөөлөх хэрэгсэл	NM	хэрэгсэл
961	763	өндөр зэрэглэлийн тамирчин	спортын тодорхой төрлөөр системтэй хичээллэж, үндэсний болон олон улсын тэмцээнд тогтмол оролцдог, спортын төрөл, цол, зэргийн нэгдсэн ангиллын дагуу спортын мастераас доошгүй цол авсан тамирчин	NM	тамирчин
961	763	өндөр зэрэглэлийн тамирчн	спортын тодорхой төрлөөр системтэй хичээллэж, үндэсний болон олон улсын тэмцээнд тогтмол оролцдог, спортын төрөл, цол, зэргийн нэгдсэн ангиллын дагуу спортын мастераас доошгүй цол авсан тамирчин	NM	тамирчин
962	1275	хог хаягдлыг аюулгүйжүүлэх	хүний эрүүл мэнд, хүрээлэн байгаа орчинд үзүүлэх хортой нөлөөллийг  арилгах зорилгоор тусгай зориулалтын төхөөрөмжид шатаах, цэвэршүүлэх, халдваргүйжүүлэх, хоргүйжүүлэх зэргээр боловсруулах	NM	аюулгүйжүүлэх
962	1275	хог хаягдлыг аюулгүйжүүлх	хүний эрүүл мэнд, хүрээлэн байгаа орчинд үзүүлэх хортой нөлөөллийг  арилгах зорилгоор тусгай зориулалтын төхөөрөмжид шатаах, цэвэршүүлэх, халдваргүйжүүлэх, хоргүйжүүлэх зэргээр боловсруулах	NM	аюулгүйжүүлэх
963	1129	хаалттай дуудлага худалдаа	тодорхой этгээдийн хүрээнд явуулах	NM	худалдаа
964	80	ашигтай загварын гэрчилгээ	ашигтай загварыг улсын бүртгэлд бүртгэн авч, зохиогч нь тодорхой хугацаанд түүнийг өмчлөх онцгой эрхтэй болохыг хүлээн зөвшөөрч төрийн эрх бүхий байгууллагаас олгож буй баримт бичиг	NM	гэрчилгээ
965	517	идэвхжсэн голомтыг цомтгох	мал, амьтнаас хүнд халддаг байгалийн голомтот халдварт өвчнүүдийн байгалийн голомт идэвхжих буюу өвчин гарсан үед голомтыг эрүүлжүүлэх арга хэмжээ авах	NM	цомтгох
965	517	идэвхжсэн голомтыг цомтгх	мал, амьтнаас хүнд халддаг байгалийн голомтот халдварт өвчнүүдийн байгалийн голомт идэвхжих буюу өвчин гарсан үед голомтыг эрүүлжүүлэх арга хэмжээ авах	NM	цомтгох
966	109	аялал жуулчлалын бүс нутаг	монгол улсад аялал жуулчлал хөгжүүлэхэд тохирсон байгаль, түүх, соёлын нөөц бүхий газар нутаг	NM	нутаг
966	109	аялал жуулчлалын бүс нутг	монгол улсад аялал жуулчлал хөгжүүлэхэд тохирсон байгаль, түүх, соёлын нөөц бүхий газар нутаг	NM	нутаг
953	140	байгаль орчныг бохирдуулах	байгаль орчны чадавхийн тогтоосон хэм хэмжээнээс хэтрүүлж үйлдвэрлэлийн болон ахуйн хог хаягдал хаях	NM	бохирдуулах
953	140	байгаль орчныг бохирдуулх	байгаль орчны чадавхийн тогтоосон хэм хэмжээнээс хэтрүүлж үйлдвэрлэлийн болон ахуйн хог хаягдал хаях	NM	бохирдуулах
1690	7780023	тоон гарын үсгийн хэрэгсэл	тоон гарын үсгийн хувийн түлхүүр ашиглан тоон гарын үсгийг үүсгэх, нийтийн түлхүүр ашиглан тоон гарын үсгийг шалгах боломжтой техник хэрэгсэл, программ хангамжийг	NM	хэрэгсэл
1690	7780023	тоон гарын үсгийн хэрэгсл	тоон гарын үсгийн хувийн түлхүүр ашиглан тоон гарын үсгийг үүсгэх, нийтийн түлхүүр ашиглан тоон гарын үсгийг шалгах боломжтой техник хэрэгсэл, программ хангамжийг	NM	хэрэгсэл
1721	4310018	хөгжлийн бэрхшээлтэй иргэн	хөгжлийн бэрхшээлтэй иргэний нийгмийн хамгааллын тухай хуулийн 3 дугаар зүйлд заасан хүнийг	NM	иргэн
1721	4310018	хөгжлийн бэрхшээлтэй иргн	хөгжлийн бэрхшээлтэй иргэний нийгмийн хамгааллын тухай хуулийн 3 дугаар зүйлд заасан хүнийг	NM	иргэн
1692	3760013	байнгын ажиллагаатай боомт	монгол улсын олон улсын гэрээнд заасан цагийн хуваарийн дагуу байнга ажиллах боомтыг	NM	боомт
1718	790029	спортын барилга байгууламж	спортоор хичээллэх, спортын тэмцээн зохион байгуулах зориулалт бүхий байгууламж, түүний дэд бүтцийг	NM	байгууламж
1719	7830027	цэрэгт бүртгэлтэй мэргэжил	цэргийн алба хаагч, цэргийн нэгдүгээр зэргийн бэлтгэл үүрэгтэн, цэргийн бүртгэлд авах шаардлага бүхий иргэний мэргэжлийг	NM	мэргэжил
1719	7830027	цэрэгт бүртгэлтэй мэргэжл	цэргийн алба хаагч, цэргийн нэгдүгээр зэргийн бэлтгэл үүрэгтэн, цэргийн бүртгэлд авах шаардлага бүхий иргэний мэргэжлийг	NM	мэргэжил
1691	5950066	барилга байгууламжийн ажил	барилга байгууламжийг барих, өргөтгөл, шинэчлэлт, их засвар болон өрөмдлөг, хайгуул хийх зорилгоор хүн хүч, машин техник, тоног төхөөрөмж, материал, технологийг хослуулан ашиглаж гүйцэтгэх ажлыг	NM	ажил
1691	5950066	барилга байгууламжийн ажл	барилга байгууламжийг барих, өргөтгөл, шинэчлэлт, их засвар болон өрөмдлөг, хайгуул хийх зорилгоор хүн хүч, машин техник, тоног төхөөрөмж, материал, технологийг хослуулан ашиглаж гүйцэтгэх ажлыг	NM	ажил
1722	1790025	далбааны эзэн улсын хяналт	монгол улсын хөлөг онгоцны бүртгэлд бүртгэгдсэн хөлөг онгоц олон улсын гэрээ, конвенц, хууль тогтоомжид заасан шаардлага хангаж байгаа эсэхэд хяналт тавих үйл ажиллагааг	NM	хяналт
1724	8170018	зэвсэгт хүчний цэргийн баг	энхийг дэмжих ажиллагаанд оролцохоор томилогдсон зохих бүтэц, орон тоо, зэвсэглэл, тоног төхөөрөмж, хангалтын эд зүйлс бүхий бие бүрэлдэхүүнийг	NM	баг
1725	250021	эрсдэлийн задлан шинжилгээ	аюулыг олж тогтоох, эрсдэлийн үнэлгээ гаргах, эрсдэлийг бууруулах, мэдээлэл дамжуулахад чиглэсэн үйл ажиллагааг	NM	шинжилгээ
1726	470045	ашигт малтмалын шороон орд	анхлан үүссэн чулуулаг, орон зайнаасаа өгөршил, элэгдэл, механик үйл явцын дүнд сарнин салж, дахин хуримтлагдаж улмаар үе, давхарга байдалтай байгаа эрдсийн хуримтлалыг	NM	орд
1727	3180020	сонгуулийн эрх бүхий иргэн	18 нас хүрсэн, эрх зүйн бүрэн чадамжтай монгол улсын иргэнийг	NM	иргэн
1727	3180020	сонгуулийн эрх бүхий иргн	18 нас хүрсэн, эрх зүйн бүрэн чадамжтай монгол улсын иргэнийг	NM	иргэн
1728	6870049	хөдөлмөр эрхлэлтийн нөхцөл	ажлын байр, түүний байршил, цалин хөлсний хэмжээ, хөдөлмөрийн нөхцөл, ажил, амралтын цаг зэрэг хөдөлмөр эрхлэлтийн харилцаанд ажилтан ажил үүргээ зохих ёсоор гүйцэтгэхэд зайлшгүй шаардлагатай хүчин зүйлийг	NM	нөхцөл
1728	6870049	хөдөлмөр эрхлэлтийн нөхцл	ажлын байр, түүний байршил, цалин хөлсний хэмжээ, хөдөлмөрийн нөхцөл, ажил, амралтын цаг зэрэг хөдөлмөр эрхлэлтийн харилцаанд ажилтан ажил үүргээ зохих ёсоор гүйцэтгэхэд зайлшгүй шаардлагатай хүчин зүйлийг	NM	нөхцөл
