	id	leg_term	desc	pos_tag	term_root
984	700	нийгмь даатгалын байцаагч	ндб-ад 2-оос дээшгүй жил ажиллаж мэргэшсэн, мэргэжлийн өндөр зэрэгтэй ажилтанд төв байгууллагын саналыг үндэслэн асуудал хариуцсан зг-ын гишүүний шийдвэрээр нийгмийн даатгалын байцаагчийн эрх олгоно.	NM	байцаагч
984	700	нийгм даатгалын байцаагч	ндб-ад 2-оос дээшгүй жил ажиллаж мэргэшсэн, мэргэжлийн өндөр зэрэгтэй ажилтанд төв байгууллагын саналыг үндэслэн асуудал хариуцсан зг-ын гишүүний шийдвэрээр нийгмийн даатгалын байцаагчийн эрх олгоно.	NM	байцаагч
984	700	нийгмийн даатгал байцаагч	ндб-ад 2-оос дээшгүй жил ажиллаж мэргэшсэн, мэргэжлийн өндөр зэрэгтэй ажилтанд төв байгууллагын саналыг үндэслэн асуудал хариуцсан зг-ын гишүүний шийдвэрээр нийгмийн даатгалын байцаагчийн эрх олгоно.	NM	байцаагч
984	700	нийгм даатгал байцаагч	ндб-ад 2-оос дээшгүй жил ажиллаж мэргэшсэн, мэргэжлийн өндөр зэрэгтэй ажилтанд төв байгууллагын саналыг үндэслэн асуудал хариуцсан зг-ын гишүүний шийдвэрээр нийгмийн даатгалын байцаагчийн эрх олгоно.	NM	байцаагч
1767	8360019	олон улсын хөл хориот өвчин	олон улсын эрүүл мэндийн дүрэмд заасан өвчнийг	NM	өвчин
1767	8360019	олн улсын хөл хориот өвчин	олон улсын эрүүл мэндийн дүрэмд заасан өвчнийг	NM	өвчин
1767	8360019	олн улс хөл хориот өвчин	олон улсын эрүүл мэндийн дүрэмд заасан өвчнийг	NM	өвчин
1767	8360019	олон улс хөл хориот өвчин	олон улсын эрүүл мэндийн дүрэмд заасан өвчнийг	NM	өвчин
1809	660018	банкийг шинэчлэх төлөвлөгөө	эдийн засгийн нөхцөл байдлаас үл хамааран банк өөрийн хөрөнгийн шаардлагыг хангахуйц хэмжээнд нэмэгдүүлэх, цаашид тогтмол ашигтай ажиллах, төрөөс оруулсан хөрөнгийг төсөвт буцаан төвлөрүүлэх талаарх стратегийг багтаасан гурван жилийн дэлгэрэнгүй бизнес төлөвлөгөөг	NM	төлөвлөгөө
1809	660018	банкийг шинэчлх төлөвлөгөө	эдийн засгийн нөхцөл байдлаас үл хамааран банк өөрийн хөрөнгийн шаардлагыг хангахуйц хэмжээнд нэмэгдүүлэх, цаашид тогтмол ашигтай ажиллах, төрөөс оруулсан хөрөнгийг төсөвт буцаан төвлөрүүлэх талаарх стратегийг багтаасан гурван жилийн дэлгэрэнгүй бизнес төлөвлөгөөг	NM	төлөвлөгөө
1747	6140073	төрийн сангийн нэгдсэн данс	засгийн газрын нэгдсэн зохицуулалт бүхий төсвийн ерөнхий данс болон монгол улсын нэгдсэн төсөвт хамаарах бүх төсвийн захирагчийн монголбанкинд байрших мөнгөн хөрөнгийн харилцах дансыг	NM	данс
1747	6140073	төр санг нэгдсэн данс	засгийн газрын нэгдсэн зохицуулалт бүхий төсвийн ерөнхий данс болон монгол улсын нэгдсэн төсөвт хамаарах бүх төсвийн захирагчийн монголбанкинд байрших мөнгөн хөрөнгийн харилцах дансыг	NM	данс
1747	6140073	төрь сангь нэгдсэн данс	засгийн газрын нэгдсэн зохицуулалт бүхий төсвийн ерөнхий данс болон монгол улсын нэгдсэн төсөвт хамаарах бүх төсвийн захирагчийн монголбанкинд байрших мөнгөн хөрөнгийн харилцах дансыг	NM	данс
1747	6140073	төрийн сангийн нэгдсн данс	засгийн газрын нэгдсэн зохицуулалт бүхий төсвийн ерөнхий данс болон монгол улсын нэгдсэн төсөвт хамаарах бүх төсвийн захирагчийн монголбанкинд байрших мөнгөн хөрөнгийн харилцах дансыг	NM	данс
1747	6140073	төрь санг нэгдсн данс	засгийн газрын нэгдсэн зохицуулалт бүхий төсвийн ерөнхий данс болон монгол улсын нэгдсэн төсөвт хамаарах бүх төсвийн захирагчийн монголбанкинд байрших мөнгөн хөрөнгийн харилцах дансыг	NM	данс
1747	6140073	төрь сангийн нэгдсн данс	засгийн газрын нэгдсэн зохицуулалт бүхий төсвийн ерөнхий данс болон монгол улсын нэгдсэн төсөвт хамаарах бүх төсвийн захирагчийн монголбанкинд байрших мөнгөн хөрөнгийн харилцах дансыг	NM	данс
1765	140419	нэгтгэсэн санхүүгийн тайлан	үндэстэн дамнасан группийн оролцогчдын хөрөнгө, өр төлбөр, орлого, зарлага болон мөнгөн урсгал зэрэг мэдээллүүдийг нэгтгэн, нэг аж ахуйн нэгжийн нэгэн адил нягтлан бодох бүртгэлийн стандартын дагуу боловсруулсан санхүүгийн тайланг	NM	тайлан
1765	140419	нэгтгэсн санхүүг тайлн	үндэстэн дамнасан группийн оролцогчдын хөрөнгө, өр төлбөр, орлого, зарлага болон мөнгөн урсгал зэрэг мэдээллүүдийг нэгтгэн, нэг аж ахуйн нэгжийн нэгэн адил нягтлан бодох бүртгэлийн стандартын дагуу боловсруулсан санхүүгийн тайланг	NM	тайлан
1765	140419	нэгтгэсэн санхүүгийн тайлн	үндэстэн дамнасан группийн оролцогчдын хөрөнгө, өр төлбөр, орлого, зарлага болон мөнгөн урсгал зэрэг мэдээллүүдийг нэгтгэн, нэг аж ахуйн нэгжийн нэгэн адил нягтлан бодох бүртгэлийн стандартын дагуу боловсруулсан санхүүгийн тайланг	NM	тайлан
1765	140419	нэгтгэсн санхүүгийн тайлн	үндэстэн дамнасан группийн оролцогчдын хөрөнгө, өр төлбөр, орлого, зарлага болон мөнгөн урсгал зэрэг мэдээллүүдийг нэгтгэн, нэг аж ахуйн нэгжийн нэгэн адил нягтлан бодох бүртгэлийн стандартын дагуу боловсруулсан санхүүгийн тайланг	NM	тайлан
1765	140419	нэгтгэсэн санхүүгь тайлан	үндэстэн дамнасан группийн оролцогчдын хөрөнгө, өр төлбөр, орлого, зарлага болон мөнгөн урсгал зэрэг мэдээллүүдийг нэгтгэн, нэг аж ахуйн нэгжийн нэгэн адил нягтлан бодох бүртгэлийн стандартын дагуу боловсруулсан санхүүгийн тайланг	NM	тайлан
1765	140419	нэгтгэсн санхүүгийн тайлан	үндэстэн дамнасан группийн оролцогчдын хөрөнгө, өр төлбөр, орлого, зарлага болон мөнгөн урсгал зэрэг мэдээллүүдийг нэгтгэн, нэг аж ахуйн нэгжийн нэгэн адил нягтлан бодох бүртгэлийн стандартын дагуу боловсруулсан санхүүгийн тайланг	NM	тайлан
1764	5840020	дагнасан хэрэглээний талбай	үйлчлүүлэгчийн ачаа, тээш, ачаан тээшийг ачих, буулгах, ялгах, хадгалах зориулалтаар тусгайлан гаргасан агуулах, талбайг	NM	талбай
1764	5840020	дагнасн хэрэглээний талбай	үйлчлүүлэгчийн ачаа, тээш, ачаан тээшийг ачих, буулгах, ялгах, хадгалах зориулалтаар тусгайлан гаргасан агуулах, талбайг	NM	талбай
1763	470026	цацраг идэвхт ашигт малтмал	уран болон торийн бүлийн цацраг идэвхт изотоп агуулсан эрдэс баялгийн хуримтлалыг	NM	малтмал
1763	470026	цацраг идэвхт ашигт малтмл	уран болон торийн бүлийн цацраг идэвхт изотоп агуулсан эрдэс баялгийн хуримтлалыг	NM	малтмал
1763	470026	цацрг идэвхт ашигт малтмал	уран болон торийн бүлийн цацраг идэвхт изотоп агуулсан эрдэс баялгийн хуримтлалыг	NM	малтмал
1763	470026	цацрг идэвхт ашигт малтмл	уран болон торийн бүлийн цацраг идэвхт изотоп агуулсан эрдэс баялгийн хуримтлалыг	NM	малтмал
1762	2740022	мал, амьтны өвчинтэй тэмцэх	халдварт өвчнийг тандах, оношлох, халдварын эх үүсвэрийг илрүүлэх, тархалтын хүрээг тогтоох, дархлаажуулах, эмчлэх, шилжилт хөдөлгөөнийг хянах, мал эмнэлгийн хорио цээрийн арга хэмжээг хэрэгжүүлэх, өвчний тархалтыг зогсоох, халдварлалтын түвшинг бууруулах, устгах, өвчний мэдээллийн сан бүрдүүлж ашиглах чиглэлээр хэрэгжүүлж байгаа мал эмнэлгийн цогц арга хэмжээг	NM	тэмцэх
1762	2740022	мал, амьтны өвчинтэй тэмцх	халдварт өвчнийг тандах, оношлох, халдварын эх үүсвэрийг илрүүлэх, тархалтын хүрээг тогтоох, дархлаажуулах, эмчлэх, шилжилт хөдөлгөөнийг хянах, мал эмнэлгийн хорио цээрийн арга хэмжээг хэрэгжүүлэх, өвчний тархалтыг зогсоох, халдварлалтын түвшинг бууруулах, устгах, өвчний мэдээллийн сан бүрдүүлж ашиглах чиглэлээр хэрэгжүүлж байгаа мал эмнэлгийн цогц арга хэмжээг	NM	тэмцэх
1761	3760028	хилийн хяналтын байгууллага	улсын хил нэвтрэх зорчигч, тээврийн хэрэгсэл, бараа, мал, амьтан, ургамал, тэдгээрийн гаралтай түүхий эд, бүтээгдэхүүнд хяналт шалгалт явуулах, бүртгэх эрх бүхий улсын хил хамгаалах, гааль, гадаадын иргэн, харьяатын байгууллагыг	NM	байгууллага
1761	3760028	хиль хяналтын байгууллага	улсын хил нэвтрэх зорчигч, тээврийн хэрэгсэл, бараа, мал, амьтан, ургамал, тэдгээрийн гаралтай түүхий эд, бүтээгдэхүүнд хяналт шалгалт явуулах, бүртгэх эрх бүхий улсын хил хамгаалах, гааль, гадаадын иргэн, харьяатын байгууллагыг	NM	байгууллага
1761	3760028	хиль хяналт байгууллага	улсын хил нэвтрэх зорчигч, тээврийн хэрэгсэл, бараа, мал, амьтан, ургамал, тэдгээрийн гаралтай түүхий эд, бүтээгдэхүүнд хяналт шалгалт явуулах, бүртгэх эрх бүхий улсын хил хамгаалах, гааль, гадаадын иргэн, харьяатын байгууллагыг	NM	байгууллага
1761	3760028	хил хяналт байгууллага	улсын хил нэвтрэх зорчигч, тээврийн хэрэгсэл, бараа, мал, амьтан, ургамал, тэдгээрийн гаралтай түүхий эд, бүтээгдэхүүнд хяналт шалгалт явуулах, бүртгэх эрх бүхий улсын хил хамгаалах, гааль, гадаадын иргэн, харьяатын байгууллагыг	NM	байгууллага
1761	3760028	хил хяналтын байгууллага	улсын хил нэвтрэх зорчигч, тээврийн хэрэгсэл, бараа, мал, амьтан, ургамал, тэдгээрийн гаралтай түүхий эд, бүтээгдэхүүнд хяналт шалгалт явуулах, бүртгэх эрх бүхий улсын хил хамгаалах, гааль, гадаадын иргэн, харьяатын байгууллагыг	NM	байгууллага
1761	3760028	хилийн хяналт байгууллага	улсын хил нэвтрэх зорчигч, тээврийн хэрэгсэл, бараа, мал, амьтан, ургамал, тэдгээрийн гаралтай түүхий эд, бүтээгдэхүүнд хяналт шалгалт явуулах, бүртгэх эрх бүхий улсын хил хамгаалах, гааль, гадаадын иргэн, харьяатын байгууллагыг	NM	байгууллага
1760	6140068	төсвийн ерөнхийлөн захирагч	өөрийн эрхлэх асуудлын хүрээний төсвийг төлөвлөх, батлагдсан төсвийг хууль тогтоомжийн дагуу хуваарилах, хяналт тавих, захиран зарцуулах, гүйцэтгэлийг тайлагнах эрх бүхий этгээдийг	NM	захирагч
1760	6140068	төсвь ерөнхийлн захирагч	өөрийн эрхлэх асуудлын хүрээний төсвийг төлөвлөх, батлагдсан төсвийг хууль тогтоомжийн дагуу хуваарилах, хяналт тавих, захиран зарцуулах, гүйцэтгэлийг тайлагнах эрх бүхий этгээдийг	NM	захирагч
1760	6140068	төсв ерөнхийлөн захирагч	өөрийн эрхлэх асуудлын хүрээний төсвийг төлөвлөх, батлагдсан төсвийг хууль тогтоомжийн дагуу хуваарилах, хяналт тавих, захиран зарцуулах, гүйцэтгэлийг тайлагнах эрх бүхий этгээдийг	NM	захирагч
1760	6140068	төсвийн ерөнхийлн захирагч	өөрийн эрхлэх асуудлын хүрээний төсвийг төлөвлөх, батлагдсан төсвийг хууль тогтоомжийн дагуу хуваарилах, хяналт тавих, захиран зарцуулах, гүйцэтгэлийг тайлагнах эрх бүхий этгээдийг	NM	захирагч
1760	6140068	төсвь ерөнхийлөн захирагч	өөрийн эрхлэх асуудлын хүрээний төсвийг төлөвлөх, батлагдсан төсвийг хууль тогтоомжийн дагуу хуваарилах, хяналт тавих, захиран зарцуулах, гүйцэтгэлийг тайлагнах эрх бүхий этгээдийг	NM	захирагч
1760	6140068	төсв ерөнхийлн захирагч	өөрийн эрхлэх асуудлын хүрээний төсвийг төлөвлөх, батлагдсан төсвийг хууль тогтоомжийн дагуу хуваарилах, хяналт тавих, захиран зарцуулах, гүйцэтгэлийг тайлагнах эрх бүхий этгээдийг	NM	захирагч
1759	6810032	хими-физикийн боловсруулалт	химийн болон физикийн боловсруулалтыг хослуулан хэрэглэхийг	NM	боловсруулалт
1759	6810032	хими-физикь боловсруулалт	химийн болон физикийн боловсруулалтыг хослуулан хэрэглэхийг	NM	боловсруулалт
1759	6810032	хими-физик боловсруулалт	химийн болон физикийн боловсруулалтыг хослуулан хэрэглэхийг	NM	боловсруулалт
1758	3940043	санхүүгийн зөвлөх үйлчилгээ	татварын зөвлөх үйлчилгээ, аудит баталгаажуулалтын үйлчилгээг ойлгоно	NM	үйлчилгээ
1758	3940043	санхүүгь зөвлх үйлчилгээ	татварын зөвлөх үйлчилгээ, аудит баталгаажуулалтын үйлчилгээг ойлгоно	NM	үйлчилгээ
1758	3940043	санхүүгь зөвлөх үйлчилгээ	татварын зөвлөх үйлчилгээ, аудит баталгаажуулалтын үйлчилгээг ойлгоно	NM	үйлчилгээ
1758	3940043	санхүүг зөвлөх үйлчилгээ	татварын зөвлөх үйлчилгээ, аудит баталгаажуулалтын үйлчилгээг ойлгоно	NM	үйлчилгээ
1758	3940043	санхүүгийн зөвлх үйлчилгээ	татварын зөвлөх үйлчилгээ, аудит баталгаажуулалтын үйлчилгээг ойлгоно	NM	үйлчилгээ
1758	3940043	санхүүг зөвлх үйлчилгээ	татварын зөвлөх үйлчилгээ, аудит баталгаажуулалтын үйлчилгээг ойлгоно	NM	үйлчилгээ
1746	1840029	хүний эс, эд, эрхтнийг авах	амьд болон амьгүй донороос эс, эд, эрхтэн болон эрхтний хэсгийг эмнэлгийн нөхцөлд авахыг	NM	авах
1746	1840029	хүний эс, эд, эрхтнийг авх	амьд болон амьгүй донороос эс, эд, эрхтэн болон эрхтний хэсгийг эмнэлгийн нөхцөлд авахыг	NM	авах
1757	5330016	богино зайн радио төхөөрөмж	нэг, эсхүл хоёр чиглэлд радио холбоо хийх, бусад радио холбоонд нөлөөлөхгүй, нөлөөллийн хамгаалалт шаардлагагүй, бага энерги хэрэглэх радио нэвтрүүлэгчийг	NM	төхөөрөмж
1755	690057	банкны үндсэн үйл ажиллагаа	зах зээлд эзлэх хувь хэмжээ, үйл ажиллагааныхаа хэлхээ холбооноос хамаарч аливаа саатал нь банкны тогтолцооны тогтвортой байдлыг алдагдуулж, улсын эдийн засагт бодит сөрөг нөлөө үзүүлж болзошгүй банкны үйл ажиллагааны чиглэлийг	NM	ажиллагаа
1755	690057	банкны үндсн үйл ажиллагаа	зах зээлд эзлэх хувь хэмжээ, үйл ажиллагааныхаа хэлхээ холбооноос хамаарч аливаа саатал нь банкны тогтолцооны тогтвортой байдлыг алдагдуулж, улсын эдийн засагт бодит сөрөг нөлөө үзүүлж болзошгүй банкны үйл ажиллагааны чиглэлийг	NM	ажиллагаа
1754	1850019	дотоодын цэргийн алба хаагч	цэргийн тангараг өргөж, дотоодын цэргийн анги, байгууллагад ажиллаж байгаа цэргийн жинхэнэ алба хаагчийг	NM	хаагч
1754	1850019	дотоод цэрг алба хаагч	цэргийн тангараг өргөж, дотоодын цэргийн анги, байгууллагад ажиллаж байгаа цэргийн жинхэнэ алба хаагчийг	NM	хаагч
1754	1850019	дотоод цэргь алба хаагч	цэргийн тангараг өргөж, дотоодын цэргийн анги, байгууллагад ажиллаж байгаа цэргийн жинхэнэ алба хаагчийг	NM	хаагч
1754	1850019	дотоодын цэргь алба хаагч	цэргийн тангараг өргөж, дотоодын цэргийн анги, байгууллагад ажиллаж байгаа цэргийн жинхэнэ алба хаагчийг	NM	хаагч
1754	1850019	дотоод цэргийн алба хаагч	цэргийн тангараг өргөж, дотоодын цэргийн анги, байгууллагад ажиллаж байгаа цэргийн жинхэнэ алба хаагчийг	NM	хаагч
1754	1850019	дотоодын цэрг алба хаагч	цэргийн тангараг өргөж, дотоодын цэргийн анги, байгууллагад ажиллаж байгаа цэргийн жинхэнэ алба хаагчийг	NM	хаагч
1753	1530020	гал түймэр гарсан тухай акт	гал түймрийн улмаас хүний амь нас, эрүүл мэнд, эд хөрөнгөд хохирол учирсан болохыг нотолсон баримт бичгийг	NM	акт
1753	1530020	гал түймр гарсн тухай акт	гал түймрийн улмаас хүний амь нас, эрүүл мэнд, эд хөрөнгөд хохирол учирсан болохыг нотолсон баримт бичгийг	NM	акт
1753	1530020	гал түймр гарсан тухай акт	гал түймрийн улмаас хүний амь нас, эрүүл мэнд, эд хөрөнгөд хохирол учирсан болохыг нотолсон баримт бичгийг	NM	акт
1753	1530020	гал түймэр гарсн тухай акт	гал түймрийн улмаас хүний амь нас, эрүүл мэнд, эд хөрөнгөд хохирол учирсан болохыг нотолсон баримт бичгийг	NM	акт
1752	6900028	бизнес инкубацийн үйлчилгээ	хувиараа хөдөлмөр эрхлэгч болон хувиараа хөдөлмөр эрхлэхийг хүссэн иргэн, түүнчлэн малчинд мэдээлэл, мэргэжлийн зөвлөгөө өгөх, аж ахуй эрхлэх ур чадвар эзэмшүүлэх, үйлдвэрлэлийн байр түрээслүүлэх зэргээр дэмжлэг үзүүлж, аж ахуй эрхлэх таатай орчныг бүрдүүлэхийг	NM	үйлчилгээ
1752	6900028	бизнес инкубаць үйлчилгээ	хувиараа хөдөлмөр эрхлэгч болон хувиараа хөдөлмөр эрхлэхийг хүссэн иргэн, түүнчлэн малчинд мэдээлэл, мэргэжлийн зөвлөгөө өгөх, аж ахуй эрхлэх ур чадвар эзэмшүүлэх, үйлдвэрлэлийн байр түрээслүүлэх зэргээр дэмжлэг үзүүлж, аж ахуй эрхлэх таатай орчныг бүрдүүлэхийг	NM	үйлчилгээ
1752	6900028	бизнес инкубац үйлчилгээ	хувиараа хөдөлмөр эрхлэгч болон хувиараа хөдөлмөр эрхлэхийг хүссэн иргэн, түүнчлэн малчинд мэдээлэл, мэргэжлийн зөвлөгөө өгөх, аж ахуй эрхлэх ур чадвар эзэмшүүлэх, үйлдвэрлэлийн байр түрээслүүлэх зэргээр дэмжлэг үзүүлж, аж ахуй эрхлэх таатай орчныг бүрдүүлэхийг	NM	үйлчилгээ
1751	5630016	хөрсний шим тэжээлийн бодис	ургамлын өсөлт, хөгжилтөд шаардагдах хөрсөн дэх бодисыг	NM	бодис
1751	5630016	хөрсний шим тэжээл бодис	ургамлын өсөлт, хөгжилтөд шаардагдах хөрсөн дэх бодисыг	NM	бодис
1751	5630016	хөрсний шим тэжээль бодис	ургамлын өсөлт, хөгжилтөд шаардагдах хөрсөн дэх бодисыг	NM	бодис
1750	7750014	нийтийн хэв журам хамгаалах	гудамж, талбай, олон нийтийн бусад газарт хууль тогтоомж, нийтээр дагаж мөрдөх захиргааны хэм хэмжээний актаар тогтоосон дүрэм, журмыг сахиулах үйл ажиллагааг	NM	хамгаалах
1750	7750014	нийт хэв журм хамгаалах	гудамж, талбай, олон нийтийн бусад газарт хууль тогтоомж, нийтээр дагаж мөрдөх захиргааны хэм хэмжээний актаар тогтоосон дүрэм, журмыг сахиулах үйл ажиллагааг	NM	хамгаалах
1750	7750014	нийтийн хэв журм хамгаалах	гудамж, талбай, олон нийтийн бусад газарт хууль тогтоомж, нийтээр дагаж мөрдөх захиргааны хэм хэмжээний актаар тогтоосон дүрэм, журмыг сахиулах үйл ажиллагааг	NM	хамгаалах
1750	7750014	нийть хэв журм хамгаалх	гудамж, талбай, олон нийтийн бусад газарт хууль тогтоомж, нийтээр дагаж мөрдөх захиргааны хэм хэмжээний актаар тогтоосон дүрэм, журмыг сахиулах үйл ажиллагааг	NM	хамгаалах
1750	7750014	нийтийн хэв журам хамгаалх	гудамж, талбай, олон нийтийн бусад газарт хууль тогтоомж, нийтээр дагаж мөрдөх захиргааны хэм хэмжээний актаар тогтоосон дүрэм, журмыг сахиулах үйл ажиллагааг	NM	хамгаалах
1750	7750014	нийт хэв журам хамгаалх	гудамж, талбай, олон нийтийн бусад газарт хууль тогтоомж, нийтээр дагаж мөрдөх захиргааны хэм хэмжээний актаар тогтоосон дүрэм, журмыг сахиулах үйл ажиллагааг	NM	хамгаалах
1749	6250021	паркийн хөгжлийн төлөвлөгөө	нэгжийн техник, эдийн засгийн үндэслэл, техник, технологийн түвшин болон зах зээлийн эрэлт, нийлүүлэлтийн судалгаа, кластерын зарчимд суурилсан хөгжлийн баримт бичгийг	NM	төлөвлөгөө
1749	6250021	паркь хөгжль төлөвлөгөө	нэгжийн техник, эдийн засгийн үндэслэл, техник, технологийн түвшин болон зах зээлийн эрэлт, нийлүүлэлтийн судалгаа, кластерын зарчимд суурилсан хөгжлийн баримт бичгийг	NM	төлөвлөгөө
1749	6250021	парк хөгжль төлөвлөгөө	нэгжийн техник, эдийн засгийн үндэслэл, техник, технологийн түвшин болон зах зээлийн эрэлт, нийлүүлэлтийн судалгаа, кластерын зарчимд суурилсан хөгжлийн баримт бичгийг	NM	төлөвлөгөө
1749	6250021	паркийн хөгжл төлөвлөгөө	нэгжийн техник, эдийн засгийн үндэслэл, техник, технологийн түвшин болон зах зээлийн эрэлт, нийлүүлэлтийн судалгаа, кластерын зарчимд суурилсан хөгжлийн баримт бичгийг	NM	төлөвлөгөө
1749	6250021	парк хөгжлийн төлөвлөгөө	нэгжийн техник, эдийн засгийн үндэслэл, техник, технологийн түвшин болон зах зээлийн эрэлт, нийлүүлэлтийн судалгаа, кластерын зарчимд суурилсан хөгжлийн баримт бичгийг	NM	төлөвлөгөө
1749	6250021	паркь хөгжл төлөвлөгөө	нэгжийн техник, эдийн засгийн үндэслэл, техник, технологийн түвшин болон зах зээлийн эрэлт, нийлүүлэлтийн судалгаа, кластерын зарчимд суурилсан хөгжлийн баримт бичгийг	NM	төлөвлөгөө
1748	5470020	онцгой нөхцөл байдал үүссэн	сонгуулийг зохих ёсоор явуулахад урьдчилан төлөвлөөгүй, төлөвлөх боломжгүй нэмэлт зардал, хөрөнгө зарцуулах зайлшгүй шаардлага бий болсныг	NM	үүссэн
1748	5470020	онцгой нөхцөл байдл үүссэн	сонгуулийг зохих ёсоор явуулахад урьдчилан төлөвлөөгүй, төлөвлөх боломжгүй нэмэлт зардал, хөрөнгө зарцуулах зайлшгүй шаардлага бий болсныг	NM	үүссэн
1748	5470020	онцгой нөхцл байдл үүссэн	сонгуулийг зохих ёсоор явуулахад урьдчилан төлөвлөөгүй, төлөвлөх боломжгүй нэмэлт зардал, хөрөнгө зарцуулах зайлшгүй шаардлага бий болсныг	NM	үүссэн
1748	5470020	онцгой нөхцл байдал үүссэн	сонгуулийг зохих ёсоор явуулахад урьдчилан төлөвлөөгүй, төлөвлөх боломжгүй нэмэлт зардал, хөрөнгө зарцуулах зайлшгүй шаардлага бий болсныг	NM	үүссэн
1748	5470020	онцгой нөхцөл байдал үүссн	сонгуулийг зохих ёсоор явуулахад урьдчилан төлөвлөөгүй, төлөвлөх боломжгүй нэмэлт зардал, хөрөнгө зарцуулах зайлшгүй шаардлага бий болсныг	NM	үүссэн
1748	5470020	онцгой нөхцл байдал үүссн	сонгуулийг зохих ёсоор явуулахад урьдчилан төлөвлөөгүй, төлөвлөх боломжгүй нэмэлт зардал, хөрөнгө зарцуулах зайлшгүй шаардлага бий болсныг	NM	үүссэн
1756	6090045	санхүүгийн чадавхад нийцсэн	түншлэлийн хүрээнд үзүүлж байгаа үйлчилгээнд хэрэглэгчээс авах хураамж, төсвөөс санхүүжүүлэх санхүүжилт нь хэрэглэгчийн болон төсвийн чадавхад нийцсэн байх, төсвийн хувьд зардал болон болзошгүй өр төлбөрийг орлогоос шийдвэрлэх боломжтой байхыг	NM	нийцсэн
1756	6090045	санхүүг чадавхад нийцсэн	түншлэлийн хүрээнд үзүүлж байгаа үйлчилгээнд хэрэглэгчээс авах хураамж, төсвөөс санхүүжүүлэх санхүүжилт нь хэрэглэгчийн болон төсвийн чадавхад нийцсэн байх, төсвийн хувьд зардал болон болзошгүй өр төлбөрийг орлогоос шийдвэрлэх боломжтой байхыг	NM	нийцсэн
1756	6090045	санхүүг чадавхд нийцсн	түншлэлийн хүрээнд үзүүлж байгаа үйлчилгээнд хэрэглэгчээс авах хураамж, төсвөөс санхүүжүүлэх санхүүжилт нь хэрэглэгчийн болон төсвийн чадавхад нийцсэн байх, төсвийн хувьд зардал болон болзошгүй өр төлбөрийг орлогоос шийдвэрлэх боломжтой байхыг	NM	нийцсэн
1756	6090045	санхүүгь чадавхд нийцсн	түншлэлийн хүрээнд үзүүлж байгаа үйлчилгээнд хэрэглэгчээс авах хураамж, төсвөөс санхүүжүүлэх санхүүжилт нь хэрэглэгчийн болон төсвийн чадавхад нийцсэн байх, төсвийн хувьд зардал болон болзошгүй өр төлбөрийг орлогоос шийдвэрлэх боломжтой байхыг	NM	нийцсэн
1756	6090045	санхүүгийн чадавхд нийцсн	түншлэлийн хүрээнд үзүүлж байгаа үйлчилгээнд хэрэглэгчээс авах хураамж, төсвөөс санхүүжүүлэх санхүүжилт нь хэрэглэгчийн болон төсвийн чадавхад нийцсэн байх, төсвийн хувьд зардал болон болзошгүй өр төлбөрийг орлогоос шийдвэрлэх боломжтой байхыг	NM	нийцсэн
1756	6090045	санхүүгийн чадавхд нийцсэн	түншлэлийн хүрээнд үзүүлж байгаа үйлчилгээнд хэрэглэгчээс авах хураамж, төсвөөс санхүүжүүлэх санхүүжилт нь хэрэглэгчийн болон төсвийн чадавхад нийцсэн байх, төсвийн хувьд зардал болон болзошгүй өр төлбөрийг орлогоос шийдвэрлэх боломжтой байхыг	NM	нийцсэн
1810	5910023	санхүүгийн тайлангийн аудит	шалгагдагч этгээд санхүүгийн тайлангаа холбогдох хууль тогтоомж, стандарт, захиргааны хэм хэмжээний болон бусад эрх зүйн актын шаардлагад нийцүүлэн үнэн зөв, шударгаар тайлагнасан эсэхэд аудит хийж баталгаажуулахыг	NM	аудит
1810	5910023	санхүүгь тайланг аудит	шалгагдагч этгээд санхүүгийн тайлангаа холбогдох хууль тогтоомж, стандарт, захиргааны хэм хэмжээний болон бусад эрх зүйн актын шаардлагад нийцүүлэн үнэн зөв, шударгаар тайлагнасан эсэхэд аудит хийж баталгаажуулахыг	NM	аудит
1810	5910023	санхүүг тайлангийн аудит	шалгагдагч этгээд санхүүгийн тайлангаа холбогдох хууль тогтоомж, стандарт, захиргааны хэм хэмжээний болон бусад эрх зүйн актын шаардлагад нийцүүлэн үнэн зөв, шударгаар тайлагнасан эсэхэд аудит хийж баталгаажуулахыг	NM	аудит
1810	5910023	санхүүгийн тайланг аудит	шалгагдагч этгээд санхүүгийн тайлангаа холбогдох хууль тогтоомж, стандарт, захиргааны хэм хэмжээний болон бусад эрх зүйн актын шаардлагад нийцүүлэн үнэн зөв, шударгаар тайлагнасан эсэхэд аудит хийж баталгаажуулахыг	NM	аудит
1810	5910023	санхүүг тайланг аудит	шалгагдагч этгээд санхүүгийн тайлангаа холбогдох хууль тогтоомж, стандарт, захиргааны хэм хэмжээний болон бусад эрх зүйн актын шаардлагад нийцүүлэн үнэн зөв, шударгаар тайлагнасан эсэхэд аудит хийж баталгаажуулахыг	NM	аудит
1810	5910023	санхүүгь тайлангийн аудит	шалгагдагч этгээд санхүүгийн тайлангаа холбогдох хууль тогтоомж, стандарт, захиргааны хэм хэмжээний болон бусад эрх зүйн актын шаардлагад нийцүүлэн үнэн зөв, шударгаар тайлагнасан эсэхэд аудит хийж баталгаажуулахыг	NM	аудит
