	doc_id	doc_title	doc_desc	doc_link
310	MNCLW00311	монгол улсын 2023 оны төсвийн тухай	2022 оны 11 сарын 11 өдөр	https://legalinfo.mn/mn/detail?lawId=16381595772311
311	MNCLW00312	монгол улсын автотээврийн болон өөрөө явагч хэрэгслийн албан татварын хууль	1992 оны 12 дугаар сарын 1-ний өдөр	https://legalinfo.mn/mn/detail?lawId=16532001935011
312	MNCLW00313	монгол улсын баатар, хөдөлмөрийн баатар, ардын болон гавьяат цолтон ахмад настанд төрөөс олгох нэмэгдлийн тухай хууль хүчингүй болсонд тооцох тухай	2017 оны 2 дугаар сарын 02-ны өдөр	https://legalinfo.mn/mn/detail?lawId=333
313	MNCLW00314	монгол улсын батлан хамгаалах тухай	2016 оны 09 дүгээр сарын 01-ний өдөр	https://legalinfo.mn/mn/detail?lawId=12463
314	MNCLW00315	монгол улсын ерөнхийлөгчийн бүрэн эрхийг хүлээн зөвшөөрөх тухай	1993 оны 6 дугаар сарын 17-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12122
315	MNCLW00316	монгол улсын ерөнхийлөгчийн сонгуулийн тухай хууль хүчингүй болсонд тооцох тухай	2015 оны 12 дугаар сарын 25-ны өдөр	https://legalinfo.mn/mn/detail?lawId=336
316	MNCLW00317	монгол улсын ерөнхийлөгчийн сонгуулийн тухай хууль /шинэчилсэн найруулга/-ийг дагаж мөрдөх журмын тухай	2020 оны 12 сарын 24 өдөр	https://legalinfo.mn/mn/detail?lawId=11563
317	MNCLW00318	монгол улсын ерөнхийлөгчийн сонгуулийн тухай	2020 оны 12 сарын 24 өдөр	https://legalinfo.mn/mn/detail?lawId=16106891917291
318	MNCLW00319	монгол улсын ерөнхийлөгчийн сонгуулийн хууль хүчингүй болсонд тооцох тухай	2012 оны 12 дугаар сарын 21-ний өдөр	https://legalinfo.mn/mn/detail?lawId=16106891958781
319	MNCLW00320	монгол улсын ерөнхийлөгчийн тухай	1993 оны 6 дугаар сарын 5-ны өдөр	https://legalinfo.mn/mn/detail?lawId=9376
320	MNCLW00321	монгол улсын ерөнхийлөгчөөр сонгогдсон гэж yзэж бyрэн эрхийг нь хyлээн зөвшөөрөх тухай	2017 оны 7 дугаар сарын 10-ны өдөр	https://legalinfo.mn/mn/detail?lawId=338
321	MNCLW00322	монгол улсын ерөнхийлөгчөөр	2013 оны 7 дугаар сарын 3-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12757
322	MNCLW00323	монгол улсын ерөнхийлөгчөөр сонгогдсон гэж yзэж бyрэн эрхийг нь хyлээн зөвшөөрөх тухай	2009 оны 6 дугаар сарын 4-ний өдөр	https://legalinfo.mn/mn/detail?lawId=9266
323	MNCLW00324	монгол улсын ерөнхийлөгчөөр сонгогдсон гэж yзэж бүрэн эрхийг нь хүлээн зөвшөөрөх тухай	2005 оны 6 дугаар сарын 3-ны өдөр	https://legalinfo.mn/mn/detail?lawId=339
324	MNCLW00325	монгол улсын ерөнхийлөгчөөр сонгогдсон гэж үзэж бүрэн эрхийг нь хүлээн зөвшөөрөх тухай	021 оны 06 сарын 11 өдөр	https://legalinfo.mn/mn/detail?lawId=340
325	MNCLW00326	монгол улсын ерөнхийлөгчөөр сонгогдсон гэж үзэж бүрэн эрхийг нь хүлээн зөвшөөрөх тухай	1997 оны 5 дугаар сарын 30-ны өдөр	https://legalinfo.mn/mn/detail?lawId=16230554827631
326	MNCLW00327	монгол улсын ерөнхийлөгчөөр сонгогдсон гэж үзэж бүрэн эрхийг нь хүлээн зөвшөөрөх тухай	2001 оны 6 дугаар сарын 8-ны өдөр	https://legalinfo.mn/mn/detail?lawId=342
327	MNCLW00328	монгол улсын засаг захиргаа, нутаг дэвсгэрийн нэгж, түүний удирдлагын тухай хуульд өөрчлөлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай хууль хүчингүй болсонд тооцох тухай	2020 оны 12 сарын 24 өдөр	https://legalinfo.mn/mn/detail?lawId=341
328	MNCLW00329	монгол улсын засаг захиргаа,нутаг дэвсгэрийн нэгж, түүний удирдлагын тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 12 сарын 24 өдөр	https://legalinfo.mn/mn/detail?lawId=16207226826141
329	MNCLW00330	монгол улсын засаг захиргаа, нутаг дэвсгэрийн нэгж, түүний удирдлагын тухай	2020 оны 12 сарын 24 өдөр	https://legalinfo.mn/mn/detail?lawId=16207226835991
330	MNCLW00331	монгол улсын засгийн газрын бүрэлдэхүүний тухай	2016 оны 7 дугаар сарын 21-ний өдөр	https://legalinfo.mn/mn/detail?lawId=16106891904801
331	MNCLW00332	монгол улсын засгийн газрын бүтцийн тухай	2016 оны 7 дугаар сарын 21-ний өдөр	https://legalinfo.mn/mn/detail?lawId=12057
332	MNCLW00333	монгол улсын засгийн газрын тухай	1993 оны 5 дугаар сарын 06-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12056
333	MNCLW00334	монгол улсын засгийн газрын тухай хуульд өөрчлөлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай	2017 оны 12 дугаар сарын 07-ны өдөр	https://legalinfo.mn/mn/detail?lawId=344
334	MNCLW00335	монгол улсын иргэн гадаадад хувийн хэргээр зорчих, цагаачлах тухай	1993 оны 12 дугаар сарын 24-ний өдөр	https://legalinfo.mn/mn/detail?lawId=13049
335	MNCLW00336	монгол улсын иргэнд газар өмчлүүлэх тухай	2002 оны 6 дугаар сарын 27-ны өдөр	https://legalinfo.mn/mn/detail?lawId=345
336	MNCLW00337	монгол улсын иргэнд газар өмчлүүлэх тухай хуулийг дагаж мөрдөх журмын тухай	2002 оны 6 дугаар сарын 27-ны өдөр	https://legalinfo.mn/mn/detail?lawId=346
337	MNCLW00338	монгол улсын иргэний хуулийг дагаж мөрдөх журмын тухай	2002 оны 1 дүгээр сарын 10-ны өдөр	https://legalinfo.mn/mn/detail?lawId=347
338	MNCLW00339	монгол улсын иргэний цэргийн үүргийн болон цэргийн албан хаагчийн эрх зүйн байдлын тухай хууль хүчингүй болсонд тооцох тухай	2016 оны 9 дүгээр сарын 01-ний өдөр	https://legalinfo.mn/mn/detail?lawId=348
339	MNCLW00340	монгол улсын их хурлын гишүүний эрх зүйн байдлын тухай хууль хүчингүй болсонд тооцох тухай	2006 оны 01 дүгээр сарын 26-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12754
340	MNCLW00341	монгол улсын их хурлын сонгуулийн тухай	2019 оны 12 сарын 20 өдөр	https://legalinfo.mn/mn/detail?lawId=350
341	MNCLW00342	монгол улсын их хурлын сонгуулийн тухай хуулийг дагаж мөрдөх журмын тухай	2008 оны 5 дугаар сарын 23-ны өдөр	https://legalinfo.mn/mn/detail?lawId=14869
342	MNCLW00343	монгол улсын их хурлын сонгуулийн тухай хуулийг дагаж мөрдөх журмын тухай	2006 оны 1 дүгээр сарын 12-ны өдөр	https://legalinfo.mn/mn/detail?lawId=353
343	MNCLW00344	монгол улсын их хурлын сонгуулийн тухай хууль хүчингүй болсонд тооцох тухай	2011 оны 12 дугаар сарын 15-ны өдөр	https://legalinfo.mn/mn/detail?lawId=352
344	MNCLW00345	монгол улсын их хурлын сонгуулийн тухай хууль хүчингүй болсонд тооцох тухай	2015 оны 12 дугаар сарын 25-ны өдөр	https://legalinfo.mn/mn/detail?lawId=9405
345	MNCLW00346	монгол улсын их хурлын тухай хууль хүчингүй болсонд тооцох тухай	2020 оны 05 сарын 07 өдөр	https://legalinfo.mn/mn/detail?lawId=11560
346	MNCLW00347	монгол улсын их хурлын тухай	2020 оны 05 сарын 07 өдөр	https://legalinfo.mn/mn/detail?lawId=15453
347	MNCLW00348	монгол улсын их хурлын хяналт шалгалтын тухай	2021 оны 12 сарын 24 өдөр	https://legalinfo.mn/mn/detail?lawId=15441
348	MNCLW00349	монгол улсын их хурлын чуулганы хуралдааны дэгийн тухай хууль хүчингүй болсонд тооцох тухай	2020 оны 05 сарын 13 өдөр	https://legalinfo.mn/mn/detail?lawId=16390162361921
349	MNCLW00350	монгол улсын их хурлын чуулганы хуралдааны дэгийн тухай	2020 оны 05 сарын 13 өдөр	https://legalinfo.mn/mn/detail?lawId=15413
350	MNCLW00351	монгол улсын нийслэл улаанбаатар хотын эрх зүйн байдлын тухай	2021 оны 07 сарын 07 өдөр	https://legalinfo.mn/mn/detail?lawId=15412
351	MNCLW00352	монгол улсын нэгдсэн төсвийн 2012 оны төсвийн хүрээний мэдэгдэл, 2013-2014 оны төсвийн төсөөллийн тухай	2011 оны 7 дугаар сарын 9-ний өдөр	https://legalinfo.mn/mn/detail?lawId=16230779072091
352	MNCLW00353	монгол улсын нэгдсэн төсвийн 2013 оны төсвийн хүрээний мэдэгдэл, 2014-2015 оны төсвийн төсөөллийн тухай	2012 оны 5 дугаар сарын 22-ны өдөр	https://legalinfo.mn/mn/detail?lawId=117
353	MNCLW00354	монгол улсын нэгдсэн төсвийн 2014 оны төсвийн хүрээний мэдэгдэл, 2015-2016 оны төсвийн төсөөллийн тухай	2013 оны 5 дугаар сарын 24-ний өдөр	https://legalinfo.mn/mn/detail?lawId=8686
354	MNCLW00355	монгол улсын нэгдсэн төсвийн 2015 оны төсвийн хүрээний мэдэгдэл, 2016-2017 оны төсвийн төсөөллийн тухай	2014 оны 5 дугаар сарын 30-ний өдөр	https://legalinfo.mn/mn/detail?lawId=9234
355	MNCLW00356	монгол улсын нэгдсэн төсвийн 2016 оны төсвийн хүрээний мэдэгдэл, 2017-2018 оны төсвийн төсөөллийн тухай	2015 оны 5 дугаар сарын 21-ний өдөр	https://legalinfo.mn/mn/detail?lawId=10410
356	MNCLW00357	монгол улсын нэгдсэн төсвийн 2017 оны төсвийн хүрээний мэдэгдэл, 2018-2019 оны төсвийн төсөөллийн тухай	2016 оны 11 дүгээр сарын 10-ны өдөр	https://legalinfo.mn/mn/detail?lawId=11087
357	MNCLW00358	монгол улсын нэгдсэн төсвийн 2018 оны төсвийн хүрээний мэдэгдэл, 2019-2020 оны төсвийн төсөөллийн тухай	2017 оны 5 дугаар сарын 31-ний өдөр	https://legalinfo.mn/mn/detail?lawId=12252
358	MNCLW00359	монгол улсын нэгдсэн төсвийн 2019 оны төсвийн хүрээний мэдэгдэл, 2020-2021 оны төсвийн төсөөллийн тухай	2018 оны 5 дугаар сарын 25-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12738
359	MNCLW00360	монгол улсын нэгдсэн төсвийн 2020 оны төсвийн хүрээний	2019 оны 05 сарын 30 өдөр	https://legalinfo.mn/mn/detail?lawId=13414
360	MNCLW00361	монгол улсын нэгдсэн төсвийн 2021 оны төсвийн хүрээний мэдэгдэл, 2022-2023 оны төсвийн төсөөллийн тухай	2020 оны 08 сарын 28 өдөр	https://legalinfo.mn/mn/detail?lawId=14524
361	MNCLW00362	монгол улсын нэгдсэн төсвийн 2022 оны төсвийн хүрээний мэдэгдэл, 2023-2024 оны төсвийн төсөөллийн тухай	2021 оны 05 сарын 13 өдөр	https://legalinfo.mn/mn/detail?lawId=15573
362	MNCLW00363	монгол улсын нэгдсэн төсвийн 2023 оны төсвийн хүрээний мэдэгдэл, 2024-2025 оны төсвийн төсөөллийн тухай	2022 оны 05 сарын 27 өдөр	https://legalinfo.mn/mn/detail?lawId=16207226863811
363	MNCLW00364	монгол улсын нэгдсэн төсвийн тухай хуулийг хүчингүй болсонд тооцох тухай	2011 оны 12 дугаар сарын 23-ны өдөр	https://legalinfo.mn/mn/detail?lawId=16530615696721
364	MNCLW00365	монгол улсын төрийн ордны тухай	2001 оны 2 дугаар сарын 1-ний өдөр	https://legalinfo.mn/mn/detail?lawId=9404
365	MNCLW00366	монгол улсын тэмдэгтийн хураамжийн хууль хүчингүй болсонд тооцох тухай	2010 оны 12 дугаар сарын 30-ны өдөр	https://legalinfo.mn/mn/detail?lawId=358
366	MNCLW00367	бнмау-ын үндсэн хуулиас монгол улсын үндсэн хуулийг бүрнээ дагаж мөрдөхөд шилжих тухай	1992 оны 1 дүгээр сарын 16-ны өдрийн 09 цаг з8 минут	https://legalinfo.mn/mn/detail?lawId=9410
367	MNCLW00368	монгол улсын үндсэн хуулийн цэцийн тухай	1992 оны 5 дугаар сарын 8-ны өдөр	https://legalinfo.mn/mn/detail?lawId=364
368	MNCLW00369	монгол улсын үндсэн хуульд нэмэлт, өөрчлөлт оруулах журмын тухай	2010 оны 10 дугаар сарын 23-ны өдөр	https://legalinfo.mn/mn/detail?lawId=365
369	MNCLW00370	монгол улсын үндсэн хуульд нэмэлт, өөрчлөлт оруулах журмын тухай хуулийг дагаж мөрдөх журмын тухай	2011 оны 11 дүгээр сарын 30-ны өдөр	https://legalinfo.mn/mn/detail?lawId=368
370	MNCLW00371	монгол улсын үндсэн хуульд оруулсан нэмэлт, өөрчлөлтийг	2019 оны 11 сарын 14 өдөр	https://legalinfo.mn/mn/detail?lawId=81
371	MNCLW00372	монгол улсын үндэсний аюулгүй байдлын зөвлөлийн тухай	1992 оны 5 дугаар сарын 29-ний өдөр	https://legalinfo.mn/mn/detail?lawId=14776
372	MNCLW00373	монгол улсын хилийг шалгасан баримт бичиг батлах тухай	2002 оны 4 дүгээр сарын 19-ний өдөр	https://legalinfo.mn/mn/detail?lawId=9546
373	MNCLW00374	монгол улсын хилийн тухай хуулийг дагаж мөрдөх журмын тухай	2016 оны 12 дугаар сарын 28-ны өдөр	https://legalinfo.mn/mn/detail?lawId=9486
374	MNCLW00375	монгол улсын хилийн тухай хууль хүчингүй болсонд тооцох тухай	2016 оны 12 дугаар сарын 28-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12414
375	MNCLW00376	монгол улсын хилийн тухай	2016 оны 12 дугаар сарын 28-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12417
376	MNCLW00377	монгол улсын хөгжлийн банкны тухай хууль хүчингүй болсонд тооцох тухай	2017 оны 2 дугаар сарын 10-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12418
377	MNCLW00378	монгол улсын хөгжлийн банкны тухай	2017 оны 2 дугаар сарын 10-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12483
378	MNCLW00379	монгол улсын хүний эрхийн үндэсний комиссын тухай	2020 оны 01 сарын 23 өдөр	https://legalinfo.mn/mn/detail?lawId=12482
379	MNCLW00380	монгол улсын цагдаагийн байгууллагын тухай хууль хүчингүй болсонд тооцох тухай	2013 оны 7 дугаар сарын 5-ны өдөр	https://legalinfo.mn/mn/detail?lawId=15152
380	MNCLW00381	монгол улсын шүүхийн тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 01 сарын 15 өдөр	https://legalinfo.mn/mn/detail?lawId=9290
381	MNCLW00382	монгол улсын шүүхийн тухай хууль /шинэчилсэн найруулга/-ийг дагаж мөрдөх журмын тухай	2021 оны 01 сарын 15 өдөр	https://legalinfo.mn/mn/detail?lawId=16207199427401
382	MNCLW00383	монгол улсын шүүхийн тухай	2021 оны 01 сарын 15 өдөр	https://legalinfo.mn/mn/detail?lawId=16207199260501
383	MNCLW00384	монгол улсын эрүүгийн хууль	1986 оны 12 дугаар сарын 5-ны өдөр	https://legalinfo.mn/mn/detail?lawId=16106892006021
384	MNCLW00385	монгол улсын яамны эрх зyйн байдлын тухай	2004 оны 4 дүгээр сарын 15-ны өдөр	https://legalinfo.mn/mn/detail?lawId=7106
385	MNCLW00386	монгол хэлний тухай	2015 оны 2 дугаар сарын 12-ны өдөр	https://legalinfo.mn/mn/detail?lawId=363
386	MNCLW00387	монголын тулгар төрийг үүсгэн байгуулсны 790 жилийн ойг тохиолдуулан насанд хүрээгүй этгээд, эмэгтэйчүүд, жар, түүнээс дээш насны эрэгтэйчүүдэд өршөөл үзүүлэх тухай	1996 оны 8 дугаар сарын 22-ны өдөр	https://legalinfo.mn/mn/detail?lawId=10932
387	MNCLW00388	монголын улаан загалмай нийгэмлэгийн эрх зүйн байдлын тухай хууль хүчингүй болсонд тооцох тухай	2016 оны 1 дүгээр сарын 07-ны өдөр	https://legalinfo.mn/mn/detail?lawId=16389745055931
388	MNCLW00389	монголын улаан загалмай нийгэмлэгийн эрх зүйн байдлын тухай	2016 оны 1 дүгээр сарын 07-ны өдөр	https://legalinfo.mn/mn/detail?lawId=11602
389	MNCLW00390	мөнгөн зээлийн үйл ажиллагааг зохицуулах тухай	2022 оны 11 сарын 04 өдөр	https://legalinfo.mn/mn/detail?lawId=11601
390	MNCLW00391	мөнгөн зээлийн үйл ажиллагааг зохицуулах тухай хуулийг дагаж мөрдөх журмын тухай	2022 оны 11 сарын 04 өдөр	https://legalinfo.mn/mn/detail?lawId=16532149634331
391	MNCLW00392	мөнгө угаах болон терроризмыг санхүүжүүлэхтэй тэмцэх тухай хуульд нэмэлт, өөрчлөлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай	2018 оны 4 дүгээр сарын 26-ны өдөр	https://legalinfo.mn/mn/detail?lawId=16532149822601
392	MNCLW00393	мөнгө угаах болон терроризмыг	2013 оны 5 дугаар сарын 31-ний өдөр	https://legalinfo.mn/mn/detail?lawId=13400
393	MNCLW00394	мөнгө угаах болон терроризмыг санхүүжүүлэхтэй тэмцэх тухай	2013 оны 5 дугаар сарын 31-ний өдөр	https://legalinfo.mn/mn/detail?lawId=9253
394	MNCLW00395	музейн тухай	2021 оны 01 сарын 29 өдөр	https://legalinfo.mn/mn/detail?lawId=9242
395	MNCLW00396	мэдээллийн ил тод байдал ба мэдээлэл авах эрхийн тухай хуулийг дагаж мөрдөх журмын тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 12 сарын 17 өдөр	https://legalinfo.mn/mn/detail?lawId=16160832622081
396	MNCLW00397	мэдээллийн ил тод байдал ба мэдээлэл авах эрхийн тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 12 сарын 17 өдөр	https://legalinfo.mn/mn/detail?lawId=16390265040921
397	MNCLW00398	мэргэжлийн боловсрол, сургалтын тухай	2009 оны 2 дугаар сарын 13-ны өдөр	https://legalinfo.mn/mn/detail?lawId=16390265022651
398	MNCLW00399	"""мянганы зам"" төслийг хэрэгжүүлэхтэй холбогдуулан нэмэгдсэн өртгийн албан татвараас чөлөөлөх тухай"	2001 оны 10 дугаар сарын 18-ны өдөр	https://legalinfo.mn/mn/detail?lawId=376
399	MNCLW00400	"""мянганы зам"" төслийг хэрэгжүүлэхтэй холбогдуулан түгээмэл тархацтай ашигт малтмал ашигласны төлбөрөөс чөлөөлөх тухай"	2001 оны 10 дугаар сарын 18-ны өдөр	https://legalinfo.mn/mn/detail?lawId=377
400	MNCLW00401	намын гишүүнээс түдгэлзвэл зохих албан тушаалын тухай	1991 оны 8 дугаар сарын 28-ны өдөр	https://legalinfo.mn/mn/detail?lawId=378
401	MNCLW00402	нийгмийн даатгалын сангаас олгох ажилгүйдлийн тэтгэмжийн тухай	1994 оны 7 дугаар сарын 05-ны өдөр	https://legalinfo.mn/mn/detail?lawId=381
402	MNCLW00403	нийгмийн даатгалын сангаас олгох тэтгэвэр, тэтгэмжийн тухай	1994 оны 6 дугаар сарын 7-ны өдөр	https://legalinfo.mn/mn/detail?lawId=382
403	MNCLW00404	нийгмийн даатгалын сангаас олгох тэтгэвэр, тэтгэмжийн тухай хуульд нэмэлт, өөрчлөлт оруулах тухай, нийгмийн халамжийн сангаас олгох тэтгэвэр, тэтгэмжийн тухай хуульд өөрчлөлт оруулах тухай, хуулийн зүйл, заалт хүчингүй болсонд тооцох тухай хуулиудыг хэрэглэх журмын тухай	1997 оны 1 дүгээр сарын 16-ны өдөр	https://legalinfo.mn/mn/detail?lawId=383
404	MNCLW00405	нийгмийн даатгалын сангаас олгох тэтгэвэр, тэтгэмжийн тухай хуульд нэмэлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай	2018 оны 10 дугаар сарын 26-ны өдөр	https://legalinfo.mn/mn/detail?lawId=384
405	MNCLW00406	нийгмийн даатгалын сангаас олгох үйлдвэрлэлийн осол, мэргэжлээс шалтгаалсан өвчний тэтгэвэр, тэтгэмж, төлбөрийн тухай	1994 оны 6 дугаар сарын 7-ны өдөр	https://legalinfo.mn/mn/detail?lawId=13730
406	MNCLW00407	нийгмийн даатгалын сангийн 2008 оны төсвийн тухай	2007 оны 11 дүгээр сарын 30-ны өдөр	https://legalinfo.mn/mn/detail?lawId=385
407	MNCLW00408	нийгмийн даатгалын сангийн 2009 оны төсвийн тухай	2008 оны 11 дүгээр сарын 27-ны өдөр	https://legalinfo.mn/mn/detail?lawId=386
408	MNCLW00409	нийгмийн даатгалын сангийн	2009 оны 11 дүгээр сарын 27-ны өдөр	https://legalinfo.mn/mn/detail?lawId=387
409	MNCLW00410	нийгмийн даатгалын сангийн 2011 оны төсвийн тухай	2010 оны 11 дүгээр сарын 25-ны өдөр	https://legalinfo.mn/mn/detail?lawId=505
410	MNCLW00411	нийгмийн даатгалын сангийн 2012 оны төсвийн тухай	2011 оны 11 дүгээр сарын 30-ны өдөр	https://legalinfo.mn/mn/detail?lawId=388
411	MNCLW00412	нийгмийн даатгалын сангийн 2013 оны төсвийн тухай	2012 оны 11 дүгээр сарын 08-ны өдөр	https://legalinfo.mn/mn/detail?lawId=389
412	MNCLW00413	нийгмийн даатгалын сангийн 2014 оны төсвийн тухай	2013 оны 11 дүгээр сарын 15-ны өдөр	https://legalinfo.mn/mn/detail?lawId=9524
413	MNCLW00414	нийгмийн даатгалын сангийн 2015 оны төсвийн тухай	2014 оны 11 дүгээр сарын 14-ний өдөр	https://legalinfo.mn/mn/detail?lawId=9568
414	MNCLW00415	нийгмийн даатгалын сангийн 2016 оны төсвийн тухай	2015 оны 11 дүгээр сарын 13-ны өдөр	https://legalinfo.mn/mn/detail?lawId=10753
415	MNCLW00416	нийгмийн даатгалын сангийн 2017 оны төсвийн тухай	2016 оны 11 дүгээр сарын 10-ны өдөр	https://legalinfo.mn/mn/detail?lawId=11460
416	MNCLW00417	нийгмийн даатгалын сангийн 2018 оны төсвийн тухай	2017 оны 11 дүгээр сарын 14-ний өдөр	https://legalinfo.mn/mn/detail?lawId=12245
417	MNCLW00418	нийгмийн даатгалын сангийн 2019 оны төсвийн тухай	2018 оны 11 дүгээр сарын 02-ны өдөр	https://legalinfo.mn/mn/detail?lawId=12965
418	MNCLW00419	нийгмийн даатгалын сангийн 2020 оны төсвийн тухай	2019 оны 11 сарын 13 өдөр	https://legalinfo.mn/mn/detail?lawId=13783
419	MNCLW00420	нийгмийн даатгалын сангийн 2021 оны төсвийн тухай	2020 оны 11 сарын 13 өдөр	https://legalinfo.mn/mn/detail?lawId=14830
420	MNCLW00421	нийгмийн даатгалын сангийн 2022 оны төсвийн тухай	2021 оны 11 сарын 12 өдөр	https://legalinfo.mn/mn/detail?lawId=15727
421	MNCLW00422	нийгмийн даатгалын сангийн 2023 оны төсвийн тухай	2022 оны 11 сарын 11 өдөр	https://legalinfo.mn/mn/detail?lawId=16381595887621
422	MNCLW00423	нийгмийн даатгалын тухай	1994 оны 5 дугаар сарын 31-ний өдөр	https://legalinfo.mn/mn/detail?lawId=16532002453791
423	MNCLW00424	нийгмийн даатгалын тухай хуулиудыг хэрэглэх журмын тухай	1994 оны 6 дугаар сарын 9-ний өдөр	https://legalinfo.mn/mn/detail?lawId=390
424	MNCLW00425	нийгмийн даатгалын шимтгэл төлөгчийг торгох шийтгэл, алдангиас чөлөөлөх тухай	2020 оны 12 сарын 31 өдөр	https://legalinfo.mn/mn/detail?lawId=391
425	MNCLW00426	нийгмийн даатгалын шимтгэл төлөгчийг торгох шийтгэл, алдангиас чөлөөлөх тухай	2020 оны 04 сарын 09 өдөр	https://legalinfo.mn/mn/detail?lawId=16106892001881
426	MNCLW00427	нийгмийн даатгалын шимтгэлээ өөрөө хариуцан төлсөн зарим даатгуулагчийн шимтгэлийн 50 хувийг буцаан олгох тухай	2022 оны 04 сарын 29 өдөр	https://legalinfo.mn/mn/detail?lawId=15245
427	MNCLW00428	нийгмийн даатгалын шимтгэлээс чөлөөлөх, ажилгүйдлийн даатгалын сангаас дэмжлэг үзүүлэх тухай	2020 оны 04 сарын 09 өдөр	https://legalinfo.mn/mn/detail?lawId=16468625878381
428	MNCLW00429	нийгмийн халамжийн тухай хуулийг хүчингүй болсонд тооцох тухай	2012 оны 1 дүгээр сарын 19-ний өдөр	https://legalinfo.mn/mn/detail?lawId=15244
429	MNCLW00430	нийгмийн халамжийн тухай хуулиудыг дагаж мөрдөх журмын тухай	2005 оны 12 дугаар сарын 8-ны өдөр	https://legalinfo.mn/mn/detail?lawId=9402
430	MNCLW00431	нийгмийн халамжийн тухай	2012 оны 1 дүгээр сарын 19-ний өдөр	https://legalinfo.mn/mn/detail?lawId=394
431	MNCLW00432	нийслэлийн агаарын бохирдлыг бууруулах тухай хуулийг хүчингүй болсонд тооцох тухай	2012 оны 5 дугаар сарын 17-ны өдөр	https://legalinfo.mn/mn/detail?lawId=393
432	MNCLW00433	нийслэлийн иргэдийн төлөөлөгчдийн хурлын сонгуулийн тухай хууль хүчингүй болсонд тооцох тухай	2015 оны 12 дугаар сарын 25-ны өдөр	https://legalinfo.mn/mn/detail?lawId=9389
433	MNCLW00434	нийслэлийн эрх зүйн байдлын тухай хууль хүчингүй болсонд тооцох тухай	2021 оны 07 сарын 07 өдөр	https://legalinfo.mn/mn/detail?lawId=11561
434	MNCLW00435	нийслэл хотын албан татварын тухай	2015 оны 6 дугаар сарын 19-ний өдөр	https://legalinfo.mn/mn/detail?lawId=16231112784611
435	MNCLW00436	нийтийн албанд нийтийн болон хувийн ашиг сонирхлыг зохицуулах, ашиг сонирхлын зөрчлөөс урьдчилан сэргийлэх тухай	2012 оны 1 дүгээр сарын 19-ний өдөр	https://legalinfo.mn/mn/detail?lawId=11193
436	MNCLW00437	нийтийн мэдээллийн ил тод байдлын тухай	2021 оны 12 сарын 17 өдөр	https://legalinfo.mn/mn/detail?lawId=397
437	MNCLW00438	нийтийн сонсголын тухай	2015 оны 7 дугаар сарын 8-ны өдөр	https://legalinfo.mn/mn/detail?lawId=16390263044601
438	MNCLW00439	нийтээр тэмдэглэх баярын болон тэмдэглэлт өдрүүдийн тухай	2003 оны 12 дугаар сарын 18-ны өдөр	https://legalinfo.mn/mn/detail?lawId=11225
439	MNCLW00440	номын сангийн тухай	2014 оны 12 сарын 19 өдөр	https://legalinfo.mn/mn/detail?lawId=399
440	MNCLW00441	нотариатын тухай хуулийг хүчингүй болсонд тооцох тухай	2011 оны 2 дугаар сарын 10-ны өдөр	https://legalinfo.mn/mn/detail?lawId=10844
441	MNCLW00442	нотариатын тухай хуульд нэмэлт, өөрчлөлт оруулах тухай хуулийг дагаж мөрдөх журмын тухай	2019 оны 05 сарын 30 өдөр	https://legalinfo.mn/mn/detail?lawId=9409
442	MNCLW00443	нотариатын тухай	2011 оны 2 дугаар сарын 10-ны өдөр	https://legalinfo.mn/mn/detail?lawId=14461
443	MNCLW00444	нөхөрлөлийн тухай	1995 оны 5 дугаар сарын 11-ний өдөр	https://legalinfo.mn/mn/detail?lawId=400
444	MNCLW00445	нөхөрлөл, компанийн тухай болон хоршооны тухай хуулийг дагаж мөрдөх журмын тухай хуулийг хүчингүй болсонд тооцох тухай	2002 оны 07 сарын 04 өдөр	https://legalinfo.mn/mn/detail?lawId=419
445	MNCLW00446	нэмэгдсэн өртгийн албан татвараас чөлөөлөх тухай	2014 оны 1 дүгээр сарын 16-ны өдөр	https://legalinfo.mn/mn/detail?lawId=15380
446	MNCLW00447	нэмэгдсэн өртгийн албан татвараас чөлөөлөх тухай	2014 оны 1 дүгээр сарын 24-ний өдөр	https://legalinfo.mn/mn/detail?lawId=9718
447	MNCLW00448	нэмэгдсэн өртгийн албан татвараас чөлөөлөх тухай	2019 оны 11 сарын 28 өдөр	https://legalinfo.mn/mn/detail?lawId=9692
